title,year,genres,critics_score,audience_score
American Gangster,2007,"['Crime', 'Drama', 'Biography']",81.0,90.0
Anatomy of a Murder,1959,"['Crime', 'Drama', 'Mystery & Thriller']",100.0,91.0
A Knight's Tale,2001,"['Action', 'Adventure', 'Comedy', 'Romance']",59.0,79.0
Nocturnal Animals,2016,"['Mystery & Thriller', 'Crime', 'Drama']",74.0,74.0
American Sniper,2014,"['War', 'Biography', 'Drama']",71.0,84.0
The Girl With All the Gifts,2016,"['Horror', 'Mystery & Thriller']",86.0,67.0
Up in the Air,2009,"['Comedy', 'Drama']",90.0,79.0
It Happened One Night,1934,"['Romance', 'Comedy']",98.0,93.0
Last Night in Soho,2021,"['Mystery & Thriller', 'Drama']",75.0,89.0
Ant-Man and The Wasp,2018,"['Action', 'Adventure', 'Fantasy', 'Comedy']",87.0,79.0
Saturday Night,2024,"['Comedy', 'Drama']",77.0,83.0
The Night Before,2015,"['Holiday', 'Comedy']",68.0,61.0
Violent Night,2022,"['Holiday', 'Action', 'Comedy']",74.0,88.0
Fright Night,1985,"['Horror', 'Comedy']",83.0,77.0
Night Swim,2024,"['Horror', 'Mystery & Thriller']",19.0,42.0
Nightcrawler,2014,"['Mystery & Thriller', 'Crime', 'Drama']",95.0,86.0
The Night of the 12th,2022,"['Mystery & Thriller', 'Crime', 'Drama']",94.0,93.0
Against the Night,2017,['Horror'],9.0,88.0
Night on Earth,1992,"['Comedy', 'Drama']",77.0,91.0
Night Moves,2013,"['Mystery & Thriller', 'Drama']",86.0,42.0
About Last Night ...,1986,"['Comedy', 'Drama']",65.0,60.0
Silent Night,2012,"['Horror', 'Mystery & Thriller']",62.0,33.0
Two Days One Night,2014,['Drama'],96.0,77.0
Fright Night Part 2,1988,['Horror'],31.0,44.0
Gone in the Night,2022,"['Drama', 'Mystery & Thriller']",44.0,18.0
"The Night Is Short, Walk On Girl",2017,"['Comedy', 'Romance', 'Animation']",90.0,86.0
Night Shift,1982,['Comedy'],93.0,63.0
Mischief Night,2006,"['Comedy', 'Drama']",100.0,65.0
Night and Fog,1955,"['Documentary', 'War', 'History']",100.0,95.0
When Night Is Falling,1995,"['Drama', 'LGBTQ+']",56.0,80.0
Night of the Comet,1984,"['Sci-Fi', 'Comedy', 'Horror']",79.0,58.0
Color of Night,1994,['Mystery & Thriller'],22.0,30.0
Night of the Living Deb,2015,['Comedy'],86.0,34.0
"Silent Night, Deadly Night",1984,['Horror'],53.0,40.0
In the Heat of the Night,1967,"['Crime', 'Drama', 'Mystery & Thriller']",96.0,92.0
Judgment Night,1993,"['Action', 'Mystery & Thriller']",38.0,55.0
Two Night Stand,2014,"['Romance', 'Comedy']",38.0,45.0
A Night to Remember,1958,"['History', 'Drama']",100.0,91.0
The Night Strangler,1973,['Horror'],100.0,86.0
Hello Mary Lou: Prom Night II,1987,['Horror'],56.0,60.0
Opening Night,1977,['Drama'],96.0,90.0
Into the Night,2020,"['Drama', 'Sci-Fi', 'Mystery & Thriller']",40.0,49.0
Vanished Into the Night,2024,"['Drama', 'Mystery & Thriller']",43.0,19.0
Night of the Demons 2,1994,"['Holiday', 'Horror']",80.0,63.0
One Night With the King,2006,['Drama'],17.0,78.0
Dark Night of the Scarecrow,1981,['Horror'],63.0,65.0
The Night Clerk,2020,['Mystery & Thriller'],34.0,31.0
The Spine of Night,2021,"['Fantasy', 'Horror', 'Animation']",80.0,63.0
Remember the Night,1940,"['Holiday', 'Romance', 'Comedy']",100.0,84.0
A Night at the Opera,1935,['Comedy'],97.0,90.0
Night Moves,1975,['Mystery & Thriller'],78.0,72.0
Hell Night,1981,"['Horror', 'Mystery & Thriller']",57.0,44.0
Run All Night,2015,"['Action', 'Mystery & Thriller', 'Crime', 'Drama']",59.0,56.0
We Own the Night,2007,"['Crime', 'Drama']",57.0,61.0
Dark Was the Night,2014,"['Drama', 'Horror', 'Mystery & Thriller']",55.0,39.0
Night Warning,1981,['Horror'],93.0,64.0
Poultrygeist: Night of the Chicken Dead,2006,"['Comedy', 'Horror', 'Musical']",67.0,64.0
The Night Comes for Us,2018,"['Action', 'Mystery & Thriller']",92.0,83.0
Last Night,2010,"['Drama', 'Romance']",54.0,46.0
One Night in Miami,2020,['Drama'],98.0,78.0
Night at the Museum: Secret of the Tomb,2014,"['Kids & Family', 'Comedy', 'Fantasy', 'Adventure']",48.0,57.0
Moms' Night Out,2014,['Comedy'],21.0,66.0
Night Watch,2004,"['Horror', 'Fantasy', 'Action']",59.0,72.0
Prom Night,2008,"['Horror', 'Mystery & Thriller']",9.0,38.0
William Shakespeare's A Midsummer Night's Dream,1999,['Comedy'],66.0,60.0
Night Raiders,2021,"['Sci-Fi', 'Mystery & Thriller', 'Drama']",83.0,47.0
The Greatest Night in Pop,2024,"['Documentary', 'Music', 'History']",98.0,89.0
Night of the Hunted,2023,"['Mystery & Thriller', 'Horror']",64.0,33.0
Nightride,2021,"['Mystery & Thriller', 'Crime', 'Drama', 'Action']",86.0,96.0
30 Days of Night: Dark Days,2010,['Horror'],14.0,14.0
Night Teeth,2021,"['Mystery & Thriller', 'Crime', 'Drama']",38.0,49.0
Fear the Night,2023,"['Action', 'Mystery & Thriller']",31.0,21.0
Night of the Creeps,1986,"['Horror', 'Comedy']",74.0,70.0
Night at the Museum: Battle of the Smithsonian,2009,"['Kids & Family', 'Comedy', 'Fantasy', 'Adventure']",43.0,47.0
Late Night,2019,"['Comedy', 'Drama']",80.0,77.0
Prom Night,1980,"['Horror', 'Mystery & Thriller']",45.0,34.0
Night of the Demons,2009,['Horror'],35.0,25.0
Night at the Museum: Kahmunrah Rises Again,2022,"['Kids & Family', 'Fantasy', 'Comedy', 'Adventure', 'Animation']",77.0,36.0
The Night Porter,1974,['Drama'],67.0,68.0
The 8th Night,2021,['Horror'],71.0,39.0
Night School,2018,['Comedy'],27.0,38.0
Night of the Living Dead,1990,['Horror'],57.0,68.0
Date Night,2010,"['Romance', 'Comedy', 'Action']",67.0,55.0
Rough Night,2017,['Comedy'],45.0,29.0
Silent Night,2023,"['Holiday', 'Action', 'Mystery & Thriller']",60.0,50.0
Night in Paradise,2020,"['Drama', 'Crime']",68.0,75.0
Into the Night,1985,"['Mystery & Thriller', 'Comedy']",40.0,49.0
Night of the Lepus,1972,['Horror'],0.0,27.0
The Night Stalker,1971,['Horror'],88.0,78.0
Kolchak: The Night Stalker,1974,"['Drama', 'Mystery & Thriller']",100.0,94.0
The Long Night,2022,['Horror'],41.0,24.0
Night Falls on Manhattan,1996,"['Crime', 'Drama']",71.0,64.0
Stephen King's The Night Flier,1997,['Horror'],33.0,41.0
The Night Stalker,2016,"['Crime', 'Drama']",83.0,50.0
A Night in Old Mexico,2013,"['Comedy', 'Drama']",37.0,33.0
The Passengers of the Night,2022,['Drama'],90.0,63.0
Gardens of the Night,2007,['Drama'],57.0,65.0
Night of the Living Dead,2006,['Horror'],40.0,18.0
Night Comes On,2018,['Drama'],98.0,75.0
Night Owls,2015,"['Romance', 'Comedy']",100.0,56.0
Good Night Oppy,2022,['Documentary'],87.0,100.0
The Night of the Generals,1967,"['Crime', 'Drama']",43.0,71.0
Night Nurse,1931,"['Crime', 'Drama']",83.0,73.0
"Silent Night, Deadly Night Part 2",1987,['Horror'],30.0,27.0
Personality Crisis: One Night Only,2022,"['Biography', 'Documentary', 'Music']",100.0,68.0
Terror by Night,1946,['Mystery & Thriller'],75.0,66.0
A Midsummer Night's Dream,2014,"['Comedy', 'Fantasy']",100.0,67.0
Before Night Falls,2000,"['Drama', 'LGBTQ+']",74.0,83.0
Cold Comes the Night,2013,"['Crime', 'Drama', 'Mystery & Thriller']",43.0,29.0
The Night,2020,"['Horror', 'Mystery & Thriller']",81.0,47.0
History Is Made at Night,1937,['Romance'],100.0,75.0
Black as Night,2021,['Horror'],70.0,30.0
Night at the Eagle Inn,2021,"['Horror', 'Mystery & Thriller']",80.0,35.0
The Night of the Iguana,1964,"['Drama', 'LGBTQ+']",75.0,85.0
Night Drive,2021,['Mystery & Thriller'],100.0,57.0
Sword Art Online the Movie -Progressive- Aria of a Starless Night,2021,"['Action', 'Adventure', 'Anime']",83.0,95.0
Night Game,1989,['Mystery & Thriller'],0.0,14.0
The Night Shift,2014,"['Drama', 'Action']",93.0,63.0
Twelfth Night,1996,"['Comedy', 'Drama']",75.0,80.0
My Night at Maud's,1969,"['Comedy', 'Drama']",96.0,88.0
The Night Listener,2006,"['Drama', 'Mystery & Thriller', 'LGBTQ+']",40.0,35.0
Manhattan Night,2016,"['Mystery & Thriller', 'Crime', 'Drama']",35.0,52.0
Survive the Night,2020,"['Mystery & Thriller', 'Action']",13.0,51.0
On the Beach at Night Alone,2017,['Drama'],92.0,69.0
Night Tide,1961,['Horror'],86.0,52.0
Last Night,1998,"['Comedy', 'Drama']",85.0,85.0
They Live by Night,1948,"['Crime', 'Drama']",96.0,80.0
The Night Watchmen,2016,"['Horror', 'Comedy']",86.0,66.0
All Through the Night,1942,['Drama'],100.0,71.0
Shark Night,2011,"['Horror', 'Mystery & Thriller']",19.0,22.0
A Royal Night Out,2015,"['Comedy', 'Drama']",74.0,55.0
The Sunlit Night,2019,"['Romance', 'Comedy']",31.0,64.0
About Last Night,2014,"['Romance', 'Comedy', 'Drama']",68.0,64.0
Dylan Dog: Dead of Night,2011,"['Horror', 'Comedy', 'Mystery & Thriller']",5.0,29.0
Night's End,2022,['Horror'],48.0,18.0
In the Heat of the Night,1988,"['Crime', 'Drama', 'Mystery & Thriller']",96.0,92.0
Somewhere in the Night,1946,"['Crime', 'Drama']",89.0,59.0
Will Ferrell: You're Welcome America - A Final Night with George W Bush,2009,[],60.0,62.0
We Are the Night,2010,"['Horror', 'Drama']",60.0,52.0
Nobody Wants the Night,2015,['Drama'],8.0,38.0
Lost in the Night,2023,"['Mystery & Thriller', 'Drama']",60.0,67.0
On a Magical Night,2019,"['Comedy', 'Drama']",65.0,33.0
A Night in the Life of Jimmy Reardon,1988,"['Comedy', 'Drama']",29.0,41.0
Sword Art Online the Movie: Progressive - Scherzo of Deep Night,2022,"['Sci-Fi', 'Adventure', 'Fantasy', 'Anime']",42.0,92.0
That Night,1992,['Drama'],67.0,79.0
All Night Long,1981,['Comedy'],33.0,21.0
That Good Night,2017,['Drama'],48.0,50.0
Here and Now (Blue Night),2018,[],23.0,13.0
Saturday Night and Sunday Morning,1960,['Drama'],87.0,87.0
Mr. Saturday Night,1992,"['Comedy', 'Drama']",59.0,38.0
Mother Night,1996,"['Comedy', 'Drama']",68.0,75.0
Clash by Night,1952,['Drama'],63.0,69.0
Uptown Saturday Night,1974,"['Comedy', 'Action', 'Crime', 'Drama']",70.0,79.0
He Walked by Night,1948,"['Crime', 'Drama']",82.0,63.0
Night of the Animated Dead,2021,"['Horror', 'Animation']",22.0,36.0
Silent Night,2020,"['Crime', 'Drama', 'Mystery & Thriller', 'Action', 'Comedy']",43.0,27.0
They Drive by Night,1940,['Drama'],93.0,69.0
"'Night, Mother",1986,['Drama'],80.0,85.0
The Last Night of Amore,2023,['Mystery & Thriller'],86.0,85.0
Beyond the Night,2018,['Mystery & Thriller'],86.0,76.0
Dark Night,2017,['Horror'],61.0,28.0
Sleepless Night,2011,"['Action', 'Crime', 'Drama', 'Mystery & Thriller']",97.0,72.0
American Night,2021,"['Action', 'Mystery & Thriller']",29.0,88.0
Night Watch,1973,"['Mystery & Thriller', 'Horror']",40.0,65.0
Best Night Ever,2013,['Comedy'],0.0,37.0
A Midsummer Night's Dream,2017,['Comedy'],65.0,65.0
One Night at McCool's,2001,['Comedy'],34.0,40.0
One Night Stand,1997,['Drama'],34.0,39.0
Poker Night,2014,['Mystery & Thriller'],56.0,41.0
Amateur Night,2016,['Comedy'],0.0,25.0
A Midsummer Night's Dream,1935,['Comedy'],92.0,62.0
A Midsummer Night's Sex Comedy,1982,['Comedy'],74.0,57.0
One Night in Bangkok,2020,"['Action', 'Mystery & Thriller']",33.0,35.0
Night of Something Strange,2016,"['Horror', 'Comedy']",60.0,37.0
Exterior Night,2022,"['Biography', 'Drama']",89.0,82.0
Night Shift,2020,['Mystery & Thriller'],67.0,40.0
The Night Sitter,2018,[],78.0,58.0
A Little Night Music,1977,['Musical'],17.0,29.0
The Devil Strikes at Night,1958,['Mystery & Thriller'],89.0,73.0
Night People,2015,"['Horror', 'Sci-Fi']",100.0,62.0
Take Back the Night,2021,"['Horror', 'Mystery & Thriller']",73.0,44.0
Night Has a Thousand Eyes,1948,['Mystery & Thriller'],83.0,70.0
The Good Night,2007,"['Comedy', 'Drama', 'Romance']",30.0,33.0
Night Will Fall,2014,"['Documentary', 'History', 'Drama', 'War']",100.0,93.0
Night Train to Munich,1940,['Mystery & Thriller'],89.0,72.0
Pinocchio and the Emperor of the Night,1987,"['Kids & Family', 'Fantasy', 'Animation']",43.0,61.0
Night Passage,1957,['Western'],50.0,52.0
Nightcap,2000,['Mystery & Thriller'],84.0,67.0
This Is the Night,2021,"['Drama', 'Comedy']",14.0,48.0
Night of the Kings,2020,['Drama'],96.0,63.0
Opening Night,2016,"['Musical', 'Comedy']",83.0,64.0
Take the Night,2022,"['Mystery & Thriller', 'Crime', 'Drama']",77.0,76.0
Smiles of a Summer Night,1955,['Comedy'],100.0,89.0
Spa Night,2016,"['Drama', 'LGBTQ+']",96.0,60.0
A Night in Casablanca,1946,['Comedy'],63.0,69.0
Summer Night,2019,"['Comedy', 'Drama']",55.0,22.0
Queen of Hearts,2019,['Drama'],97.0,80.0
Queen of Katwe,2016,"['Biography', 'Drama']",94.0,86.0
Somewhere Quiet,2023,"['Horror', 'Mystery & Thriller']",93.0,27.0
Quest for Camelot,1998,"['Kids & Family', 'Fantasy', 'Animation']",43.0,60.0
Night Games,1966,['Drama'],33.0,62.0
So Ends Our Night,1941,['Drama'],67.0,85.0
Night People,1954,['Mystery & Thriller'],86.0,42.0
Quest for Fire,1981,['Drama'],88.0,75.0
Night of the Ghouls,1959,['Horror'],30.0,20.0
The Queen of Versailles,2012,['Documentary'],95.0,73.0
Friday Night,2002,['Drama'],79.0,62.0
Night Shadows,1984,"['Horror', 'Sci-Fi', 'Mystery & Thriller']",20.0,37.0
"Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles",1975,['Drama'],95.0,77.0
All the Queen's Men,2021,['Drama'],7.0,51.0
The Quiet Ones,2025,"['Action', 'Mystery & Thriller', 'Drama', 'History']",42.0,99.0
Blood Quantum,2019,['Horror'],90.0,41.0
All Quiet on the Western Front,1979,['War'],100.0,70.0
Queen Margot,1994,"['History', 'Drama']",82.0,88.0
Three Night Stand,2013,"['Romance', 'Comedy']",60.0,31.0
The Babysitter: Killer Queen,2020,"['Comedy', 'Horror']",46.0,57.0
A Night in the Woods,2011,['Horror'],40.0,7.0
The Man Who Killed Don Quixote,2018,"['Comedy', 'Adventure']",66.0,60.0
Quartet,2012,"['Comedy', 'Drama']",80.0,66.0
Haunting of the Queen Mary,2023,"['Horror', 'Mystery & Thriller']",60.0,50.0
The King of Kong: A Fistful of Quarters,2007,"['Documentary', 'Biography']",97.0,93.0
The Quiet American,2002,['Drama'],87.0,72.0
Highlander II: The Quickening,1991,"['Fantasy', 'Adventure']",0.0,23.0
Quantum of Solace,2008,"['Action', 'Adventure', 'Mystery & Thriller']",63.0,58.0
Mountain Queen: The Summits of Lhakpa Sherpa,2023,['Documentary'],100.0,90.0
Superman IV: The Quest for Peace,1987,"['Adventure', 'Sci-Fi', 'Fantasy', 'Action']",15.0,16.0
The Sisterhood of Night,2014,['Drama'],81.0,65.0
"Scream, Queen! My Nightmare on Elm Street",2019,"['Documentary', 'LGBTQ+']",100.0,88.0
Confessions of a Teenage Drama Queen,2004,"['Kids & Family', 'Comedy']",13.0,35.0
The Quiet Girl,2022,['Drama'],97.0,93.0
Somewhere in Queens,2022,"['Comedy', 'Drama']",92.0,92.0
The Queen of Black Magic,2020,"['Horror', 'Mystery & Thriller']",91.0,73.0
You and the Night,2013,"['Comedy', 'Drama', 'Romance', 'LGBTQ+']",90.0,50.0
Quiz Show,1994,['Drama'],97.0,87.0
The Queen's Corgi,2019,"['Kids & Family', 'Comedy', 'Animation']",0.0,36.0
Nine Queens,2001,"['Mystery & Thriller', 'Crime', 'Drama']",92.0,94.0
Soft & Quiet,2022,"['Horror', 'Mystery & Thriller', 'Drama']",84.0,45.0
Queer,2024,"['Romance', 'Drama', 'LGBTQ+']",77.0,65.0
The African Queen,1951,['Adventure'],96.0,86.0
The Quiet Man,1952,['Drama'],91.0,91.0
Fear Street: Prom Queen,2025,['Horror'],27.0,24.0
Quarantine,2008,"['Horror', 'Mystery & Thriller']",56.0,44.0
Quiz Lady,2023,['Comedy'],83.0,79.0
Quigley Down Under,1990,['Western'],52.0,74.0
Mary Queen of Scots,2018,"['Biography', 'History', 'Drama']",62.0,41.0
The Quick and the Dead,1995,"['Western', 'Action']",62.0,54.0
Queen & Slim,2019,"['Crime', 'Drama', 'Romance']",82.0,92.0
All Quiet on the Western Front,1930,['War'],98.0,89.0
Galaxy Quest,1999,"['Comedy', 'Sci-Fi', 'Adventure', 'Action']",90.0,79.0
"The Adventures of Priscilla, Queen of the Desert",1994,"['Comedy', 'LGBTQ+']",94.0,88.0
Q,1982,"['Horror', 'Sci-Fi']",72.0,43.0
John Q,2002,['Drama'],26.0,78.0
Queen of the Desert,2015,"['Biography', 'History', 'Drama']",18.0,36.0
The Quest,1996,"['Action', 'Adventure', 'Drama', 'Mystery & Thriller']",14.0,36.0
Quatermass and the Pit (Five Million Years to Earth)(The Mind Benders),1967,[],88.0,74.0
Visitor Q,2001,"['Comedy', 'Drama']",60.0,72.0
Vision Quest,1985,"['Drama', 'Romance']",63.0,78.0
"Farewell, My Queen",2012,"['Drama', 'History']",93.0,56.0
Queen and Country,2014,"['Drama', 'Romance']",76.0,47.0
The Quiet,2005,['Mystery & Thriller'],22.0,51.0
Queen,2014,"['Drama', 'Comedy']",92.0,85.0
Margrete: Queen of the North,2021,"['History', 'Drama']",95.0,75.0
The Quatermass Xperiment,1955,['Sci-Fi'],91.0,69.0
Queen Bees,2021,"['Comedy', 'Drama', 'Romance']",55.0,89.0
Qala,2022,['Drama'],80.0,81.0
Frequently Asked Questions About Time Travel,2009,"['Comedy', 'Sci-Fi']",35.0,61.0
Batman and Harley Quinn,2017,"['Action', 'Adventure', 'Animation']",50.0,51.0
Quezon's Game,2018,"['Drama', 'History']",45.0,65.0
Quai des Orfevres,1947,"['Crime', 'Drama', 'Mystery & Thriller']",100.0,89.0
Querelle,1982,['Drama'],65.0,70.0
Bandit Queen,1994,"['Drama', 'Crime', 'Biography']",96.0,83.0
Quadrophenia,1979,"['Musical', 'Drama']",100.0,83.0
The Quintessential Quintuplets Movie,2022,"['Romance', 'Comedy', 'Anime']",92.0,96.0
Quicksilver,1986,['Adventure'],13.0,38.0
A Quiet Place in the Country,1970,['Horror'],100.0,51.0
Quills,2000,['Drama'],75.0,83.0
The Mighty Quinn,1989,['Mystery & Thriller'],89.0,48.0
Quick Change,1990,['Comedy'],84.0,71.0
Quasi,2023,['Comedy'],41.0,62.0
Quatermass II,1957,"['Sci-Fi', 'Horror']",83.0,63.0
Queen of Outer Space,1958,['Sci-Fi'],15.0,23.0
The Quiet Earth,1985,['Sci-Fi'],71.0,68.0
The Librarian: Quest for the Spear,2004,"['Action', 'Adventure', 'Fantasy']",60.0,57.0
The Velvet Queen,2021,['Documentary'],100.0,86.0
Queenpins,2021,"['Comedy', 'Crime']",48.0,82.0
Quantum Cowboys,2022,"['Comedy', 'Sci-Fi']",100.0,90.0
The Quarry,2020,"['Mystery & Thriller', 'Crime', 'Drama']",42.0,38.0
Quintet,1979,['Sci-Fi'],27.0,37.0
Quo Vadis?,1951,"['History', 'Drama']",84.0,73.0
The Queen,2006,"['Biography', 'Drama', 'History']",97.0,76.0
The Elephant Queen,2018,"['Documentary', 'Adventure', 'Comedy', 'Drama']",91.0,88.0
He Was a Quiet Man,2007,['Drama'],79.0,62.0
QT8: The First Eight,2019,['Documentary'],92.0,86.0
How to Make an American Quilt,1995,['Drama'],62.0,63.0
Queen of Earth,2015,"['Comedy', 'Drama']",93.0,58.0
Q & A,1990,"['Crime', 'Drama']",88.0,58.0
The Quiet Ones,2014,"['Horror', 'Mystery & Thriller']",38.0,25.0
A Late Quartet,2012,['Drama'],77.0,71.0
Quarantine 2: Terminal,2011,"['Horror', 'Mystery & Thriller', 'Sci-Fi']",70.0,34.0
Quicksand,2023,['Mystery & Thriller'],33.0,21.0
The Quake,2018,"['Action', 'Adventure', 'Mystery & Thriller']",85.0,65.0
A Quiet Passion,2016,"['Biography', 'History', 'Drama']",92.0,48.0
"Quo Vadis, Aida?",2020,"['Drama', 'War']",100.0,90.0
Dancing Queens,2021,"['Comedy', 'Drama']",40.0,58.0
The Snow Queen,2012,"['Kids & Family', 'Fantasy', 'Adventure', 'Animation']",0.0,65.0
Quay,2015,[],83.0,72.0
Qué Culpa Tiene el Niño?,2016,[],54.0,54.0
Common Threads: Stories From the Quilt,1989,['Documentary'],100.0,93.0
The Queen of Spades,1949,['Fantasy'],96.0,70.0
Barbarian Queen,1985,['Action'],40.0,16.0
Queen of Hearts,1989,"['Comedy', 'Drama']",80.0,75.0
Aelita: Queen of Mars,1924,"['Sci-Fi', 'Adventure', 'Drama', 'Fantasy']",100.0,58.0
Not Going Quietly,2021,['Documentary'],100.0,91.0
Queendom,2023,"['Documentary', 'LGBTQ+']",100.0,55.0
Queer Planet,2023,"['Documentary', 'Nature', 'LGBTQ+']",100.0,53.0
Quinceañera,2006,"['Drama', 'LGBTQ+']",86.0,72.0
The Queen of Spain,2016,['Comedy'],30.0,37.0
The Quiet American,1958,['Drama'],50.0,52.0
Quartet,1981,['Drama'],44.0,32.0
For Queen and Country,1988,['Drama'],29.0,28.0
Elizabeth the Queen,1939,"['History', 'Drama']",80.0,65.0
Sky Ladder: The Art of Cai Guo-Qiang,2016,['Documentary'],100.0,85.0
Space Wars: Quest for the Deepstar,2023,"['Sci-Fi', 'Adventure']",60.0,86.0
The Quiller Memorandum,1966,['Mystery & Thriller'],57.0,60.0
Quincy,2018,"['Documentary', 'Music']",82.0,82.0
A Question of Faith,2017,['Drama'],40.0,76.0
Queen Christina,1933,['Romance'],81.0,84.0
Queen,2022,"['Drama', 'LGBTQ+']",92.0,85.0
Queens on the Run,2023,"['Comedy', 'Action', 'Adventure']",20.0,40.0
Quill: The Life of a Guide Dog,2004,['Drama'],80.0,81.0
Queen of Diamonds,1991,['Drama'],100.0,50.0
All the Queen's Men,2001,"['Comedy', 'LGBTQ+']",7.0,51.0
"Mary, Queen of Scots",1971,"['History', 'Drama']",67.0,55.0
Never Surrender: A Galaxy Quest Documentary,2020,['Documentary'],100.0,92.0
The 5th Quarter,2010,['Drama'],50.0,62.0
Charlie Chan and the Curse of the Dragon Queen,1981,['Comedy'],29.0,32.0
Queen Mimi,2015,['Documentary'],90.0,74.0
All the Queen's Horses,2017,['Documentary'],80.0,96.0
Queens Logic,1991,"['Romance', 'Comedy']",30.0,35.0
The Quiet Epidemic,2022,['Documentary'],100.0,96.0
Queer Japan,2019,"['Documentary', 'LGBTQ+']",100.0,83.0
"Not Quite Hollywood: The Wild, Untold Story of Ozploitation!",2008,['Documentary'],95.0,80.0
Queen Marie,2019,"['History', 'Drama']",63.0,78.0
The Queen,1968,"['Documentary', 'LGBTQ+']",96.0,65.0
Queens,2021,"['Drama', 'Music']",45.0,60.0
Quid Pro Quo,2008,"['Comedy', 'Drama']",60.0,54.0
The Warrior Queen of Jhansi,2019,"['History', 'Drama', 'Biography']",29.0,78.0
The Story of Qiu Ju,1992,['Comedy'],87.0,85.0
Quantum Hoops,2007,['Documentary'],81.0,90.0
Queenmaker: The Making of an It Girl,2023,['Documentary'],83.0,22.0
Queen Kelly,1929,['Romance'],100.0,78.0
Jim Gaffigan: Quality Time,2019,"['Comedy', 'Stand-Up']",100.0,91.0
Don Quixote,1957,['Drama'],50.0,39.0
Raw Deal: A Question of Consent,2001,['Documentary'],86.0,60.0
Qissa,2013,['Drama'],88.0,73.0
A Year of the Quiet Sun,1985,['Romance'],73.0,88.0
A Question of Silence,1982,['Drama'],92.0,60.0
The Dog Who Wouldn't Be Quiet,2021,['Drama'],100.0,75.0
The Quietude,2018,['Drama'],64.0,64.0
Keep Quiet,2016,['Documentary'],100.0,75.0
Eat That Question: Frank Zappa in His Own Words,2016,"['Documentary', 'Music']",92.0,74.0
The Quiet One,2019,"['Documentary', 'Music']",64.0,93.0
Li'l Quinquin,2015,[],100.0,80.0
"Beats, Rhymes & Life: The Travels of A Tribe Called Quest",2011,"['Documentary', 'Music']",90.0,90.0
Quest,2017,"['Documentary', 'Music']",98.0,75.0
Suzi Q,2019,"['Documentary', 'Music']",100.0,95.0
Us,2019,"['Horror', 'Mystery & Thriller']",93.0,61.0
Queen to Play,2009,['Drama'],70.0,72.0
Underwater,2020,"['Sci-Fi', 'Horror', 'Mystery & Thriller', 'Action']",48.0,60.0
Set It Up,2018,"['Romance', 'Comedy']",92.0,69.0
The Quiet Room,1996,['Drama'],80.0,73.0
Unknown Number: The High School Catfish,2025,['Documentary'],85.0,69.0
The Upside,2019,"['Comedy', 'Drama']",43.0,82.0
Unstoppable,2010,"['Action', 'Mystery & Thriller', 'Drama']",87.0,72.0
Wish Upon,2017,"['Horror', 'Mystery & Thriller']",20.0,31.0
Hurry Up Tomorrow,2025,['Mystery & Thriller'],14.0,61.0
Unforgiven,1992,['Western'],96.0,93.0
Under Siege,1992,['Action'],83.0,62.0
Unbreakable,2000,['Mystery & Thriller'],70.0,77.0
Unfaithful,2002,"['Drama', 'Mystery & Thriller']",51.0,68.0
The Ultimate Gift,2006,['Drama'],32.0,84.0
Possessor: Uncut,2020,"['Sci-Fi', 'Horror', 'Mystery & Thriller']",94.0,59.0
Grown Ups 2,2013,['Comedy'],8.0,53.0
Universal Language,2024,['Comedy'],95.0,76.0
The Union,2024,"['Action', 'Mystery & Thriller']",35.0,24.0
Uncut Gems,2019,"['Mystery & Thriller', 'Comedy']",91.0,52.0
Unbroken,2014,"['Biography', 'History', 'Drama', 'War']",53.0,70.0
The Mountain Between Us,2017,"['Adventure', 'Drama', 'Romance']",39.0,49.0
The Break-Up,2006,"['Romance', 'Comedy']",34.0,46.0
The Unbreakable Boy,2025,['Drama'],43.0,97.0
Guns Up,2025,"['Action', 'Comedy']",61.0,77.0
My Heart Can't Beat Unless You Tell It To,2020,"['Horror', 'Drama']",98.0,61.0
Unfriended,2014,"['Horror', 'Mystery & Thriller']",62.0,37.0
Birdman or (The Unexpected Virtue of Ignorance),2014,"['Comedy', 'Drama']",91.0,78.0
Unhinged,2020,['Mystery & Thriller'],49.0,77.0
Underworld,2003,"['Fantasy', 'Action', 'Horror', 'Mystery & Thriller']",30.0,79.0
The Unforgivable,2021,['Drama'],38.0,75.0
The People Under the Stairs,1991,"['Horror', 'Comedy']",67.0,61.0
Handling the Undead,2024,"['Horror', 'Drama', 'Mystery & Thriller']",76.0,43.0
Unfriended: Dark Web,2018,"['Horror', 'Mystery & Thriller']",60.0,41.0
Uptown Girls,2003,['Comedy'],14.0,61.0
"McFarland, USA",2015,"['Drama', 'Biography']",80.0,88.0
Unfrosted,2024,['Comedy'],39.0,49.0
Queens,2005,"['Romance', 'Comedy', 'LGBTQ+']",45.0,60.0
Upgraded,2024,"['Romance', 'Comedy']",76.0,65.0
Uglies,2024,"['Sci-Fi', 'Adventure', 'Action', 'Drama']",14.0,43.0
Monsters University,2013,"['Kids & Family', 'Comedy', 'Fantasy', 'Adventure', 'Animation']",80.0,81.0
The Uninvited,2009,"['Horror', 'Mystery & Thriller']",31.0,49.0
The Change-Up,2011,['Comedy'],26.0,47.0
